window,rows,new_processes,new_artifacts,new_edges,unique_processes,attack_present,tactic,new_sockets,socket_fan_out,graph_density_proxy,edges_per_minute
28358256,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358257,31,0,0,31,1,0,normal,0,0,31.0,31.0
28358258,32,4,0,28,3,0,normal,0,0,1.75,28.0
28358259,31,4,0,27,3,0,normal,0,0,1.6875,27.0
28358260,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358261,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358262,36,1,0,35,3,0,normal,0,0,35.0,35.0
28358263,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358264,14,0,0,14,0,0,normal,0,0,14.0,14.0
28358265,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358266,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358267,31,0,0,31,1,0,normal,0,0,31.0,31.0
28358268,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358269,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358270,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358271,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358272,32,0,0,32,1,0,normal,0,0,32.0,32.0
28358273,32,4,0,28,3,0,normal,0,0,1.75,28.0
28358274,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358275,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358276,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358277,31,0,0,31,1,0,normal,0,0,31.0,31.0
28358278,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358279,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358280,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358281,14,0,0,14,0,0,normal,0,0,14.0,14.0
28358282,36,1,0,35,3,0,normal,0,0,35.0,35.0
28358283,31,4,0,27,3,1,collection,0,0,1.6875,27.0
28358284,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358285,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358286,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358287,32,0,0,32,1,0,normal,0,0,32.0,32.0
28358288,31,4,0,27,3,0,normal,0,0,1.6875,27.0
28358289,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358290,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358291,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358292,36,0,0,36,1,0,normal,0,0,36.0,36.0
28358293,24,1,0,23,3,0,normal,0,0,23.0,23.0
28358294,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358295,14,0,0,14,0,0,normal,0,0,14.0,14.0
28358296,23,1,0,22,3,0,normal,0,0,22.0,22.0
28358297,40,3,0,37,3,0,normal,0,0,4.111111111111111,37.0
28358298,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358299,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358300,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358301,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358302,32,0,0,32,1,0,normal,0,0,32.0,32.0
28358303,31,4,0,27,3,0,normal,0,0,1.6875,27.0
28358304,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358305,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358306,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358307,31,0,0,31,1,0,normal,0,0,31.0,31.0
28358308,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358309,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358310,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358311,14,0,0,14,0,0,normal,0,0,14.0,14.0
28358312,30,0,0,30,1,0,normal,0,0,30.0,30.0
28358313,27,2,0,25,2,0,normal,0,0,6.25,25.0
28358314,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358315,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358316,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358317,31,0,0,31,1,0,normal,0,0,31.0,31.0
28358318,30,4,0,26,3,0,normal,0,0,1.625,26.0
28358319,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358320,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358321,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358322,32,0,0,32,1,0,normal,0,0,32.0,32.0
28358323,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358324,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358325,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358326,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358327,32,0,0,32,1,0,normal,0,0,32.0,32.0
28358328,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358329,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358330,13,0,0,13,0,0,normal,0,0,13.0,13.0
28358331,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358332,30,0,0,30,1,0,normal,0,0,30.0,30.0
28358333,32,4,0,28,3,0,normal,0,0,1.75,28.0
28358334,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358335,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358336,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358337,31,0,0,31,1,0,normal,0,0,31.0,31.0
28358338,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358339,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358340,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358341,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358342,31,0,0,31,1,0,normal,0,0,31.0,31.0
28358343,30,4,0,26,3,1,collection,0,0,1.625,26.0
28358344,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358345,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358346,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358347,33,0,0,33,1,0,normal,0,0,33.0,33.0
28358348,34,5,0,29,5,0,normal,0,0,1.16,29.0
28358349,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358350,24,3,0,21,2,0,normal,0,0,2.3333333333333335,21.0
28358351,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358352,32,0,0,32,1,0,normal,0,0,32.0,32.0
28358353,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358354,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358355,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358356,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358357,41,3,0,38,3,0,normal,0,0,4.222222222222222,38.0
28358358,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358359,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358360,22,1,0,21,3,0,normal,0,0,21.0,21.0
28358361,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358362,31,0,0,31,1,0,normal,0,0,31.0,31.0
28358363,31,4,0,27,3,0,normal,0,0,1.6875,27.0
28358364,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358365,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358366,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358367,31,0,0,31,1,0,normal,0,0,31.0,31.0
28358368,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358369,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358370,13,0,0,13,0,0,normal,0,0,13.0,13.0
28358371,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358372,31,0,0,31,1,0,normal,0,0,31.0,31.0
28358373,205,66,0,139,34,0,normal,0,0,0.031910009182736454,139.0
28358374,30,0,0,30,1,0,normal,0,0,30.0,30.0
28358375,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358376,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358377,31,0,0,31,1,0,normal,0,0,31.0,31.0
28358378,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358379,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358380,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358381,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358382,36,1,0,35,3,0,normal,0,0,35.0,35.0
28358383,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358384,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358385,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358386,13,0,0,13,0,0,normal,0,0,13.0,13.0
28358387,32,0,0,32,1,0,normal,0,0,32.0,32.0
28358388,31,4,0,27,3,0,normal,0,0,1.6875,27.0
28358389,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358390,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358391,25,1,0,24,3,0,normal,0,0,24.0,24.0
28358392,32,0,0,32,1,0,normal,0,0,32.0,32.0
28358393,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358394,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358395,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358396,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358397,31,0,0,31,1,0,normal,0,0,31.0,31.0
28358398,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358399,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358400,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358401,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358402,34,1,0,33,3,0,normal,0,0,33.0,33.0
28358403,32,4,0,28,3,0,normal,0,0,1.75,28.0
28358404,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358405,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358406,15,0,0,15,0,0,normal,0,0,15.0,15.0
28358407,30,0,0,30,1,0,normal,0,0,30.0,30.0
28358408,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358409,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358410,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358411,23,1,0,22,3,0,normal,0,0,22.0,22.0
28358412,31,0,0,31,1,0,normal,0,0,31.0,31.0
28358413,30,4,0,26,3,1,collection,0,0,1.625,26.0
28358414,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358415,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358416,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358417,40,3,0,37,3,0,normal,0,0,4.111111111111111,37.0
28358418,33,4,0,29,3,0,normal,0,0,1.8125,29.0
28358419,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358420,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358421,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358422,32,0,0,32,1,0,normal,0,0,32.0,32.0
28358423,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358424,15,0,0,15,0,0,normal,0,0,15.0,15.0
28358425,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358426,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358427,32,0,0,32,1,0,normal,0,0,32.0,32.0
28358428,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358429,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358430,19,0,0,19,1,0,normal,0,0,19.0,19.0
28358431,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358432,32,0,0,32,1,0,normal,0,0,32.0,32.0
28358433,33,4,0,29,3,0,normal,0,0,1.8125,29.0
28358434,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358435,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358436,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358437,31,0,0,31,1,0,normal,0,0,31.0,31.0
28358438,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358439,33,4,0,29,3,0,normal,0,0,1.8125,29.0
28358440,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358441,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358442,30,0,0,30,1,0,normal,0,0,30.0,30.0
28358443,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358444,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358445,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358446,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358447,31,0,0,31,1,0,normal,0,0,31.0,31.0
28358448,15,0,0,15,0,0,normal,0,0,15.0,15.0
28358449,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358450,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358451,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358452,35,1,0,34,3,0,normal,0,0,34.0,34.0
28358453,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358454,32,4,0,28,3,0,normal,0,0,1.75,28.0
28358455,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358456,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358457,31,0,0,31,1,0,normal,0,0,31.0,31.0
28358458,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358459,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358460,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358461,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358462,31,0,0,31,1,0,normal,0,0,31.0,31.0
28358463,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358464,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358465,13,0,0,13,0,0,normal,0,0,13.0,13.0
28358466,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358467,30,0,0,30,1,0,normal,0,0,30.0,30.0
28358468,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358469,31,4,0,27,3,0,normal,0,0,1.6875,27.0
28358470,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358471,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358472,32,0,0,32,1,0,normal,0,0,32.0,32.0
28358473,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358474,33,5,0,28,5,1,collection,0,0,1.12,28.0
28358475,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358476,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358477,40,3,0,37,3,0,normal,0,0,4.111111111111111,37.0
28358478,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358479,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358480,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358481,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358482,31,0,0,31,1,0,normal,0,0,31.0,31.0
28358483,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358484,33,4,0,29,3,0,normal,0,0,1.8125,29.0
28358485,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358486,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358487,30,0,0,30,1,0,normal,0,0,30.0,30.0
28358488,15,0,0,15,0,0,normal,0,0,15.0,15.0
28358489,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358490,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358491,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358492,31,0,0,31,1,0,normal,0,0,31.0,31.0
28358493,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358494,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358495,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358496,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358497,31,0,0,31,1,0,normal,0,0,31.0,31.0
28358498,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358499,31,4,0,27,3,0,normal,0,0,1.6875,27.0
28358500,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358501,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358502,32,0,0,32,1,0,normal,0,0,32.0,32.0
28358503,23,0,0,23,0,0,normal,0,0,23.0,23.0
28358504,27,0,0,27,1,0,normal,0,0,27.0,27.0
28358505,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358506,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358507,31,0,0,31,1,0,normal,0,0,31.0,31.0
28358508,23,0,0,23,2,0,normal,0,0,23.0,23.0
28358509,23,1,0,22,2,0,normal,0,0,22.0,22.0
28358510,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358511,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358512,30,0,0,30,1,0,normal,0,0,30.0,30.0
28358513,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358514,30,4,0,26,3,0,normal,0,0,1.625,26.0
28358515,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358516,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358517,30,0,0,30,1,0,normal,0,0,30.0,30.0
28358518,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358519,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358520,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358521,14,0,0,14,0,0,normal,0,0,14.0,14.0
28358522,35,1,0,34,3,0,normal,0,0,34.0,34.0
28358523,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358524,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358525,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358526,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358527,31,0,0,31,1,0,normal,0,0,31.0,31.0
28358528,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358529,32,4,0,28,3,0,normal,0,0,1.75,28.0
28358530,34,5,0,29,5,1,collection,0,0,1.16,29.0
28358531,27,2,0,25,4,0,normal,0,0,6.25,25.0
28358532,34,1,0,33,3,0,normal,0,0,33.0,33.0
28358533,17,0,0,17,1,0,normal,0,0,17.0,17.0
28358534,16,1,0,15,2,0,normal,0,0,15.0,15.0
28358535,2408,909,0,1499,454,0,normal,0,0,0.0018141528124209561,1499.0
28358536,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358537,39,3,0,36,3,0,normal,0,0,4.0,36.0
28358538,364,92,0,272,48,0,normal,0,0,0.03213610586011342,272.0
28358539,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358540,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358541,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358542,31,0,0,31,1,0,normal,0,0,31.0,31.0
28358543,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358544,15,0,0,15,0,0,normal,0,0,15.0,15.0
28358545,31,3,0,28,3,0,normal,0,0,3.111111111111111,28.0
28358546,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358547,33,0,0,33,1,0,normal,0,0,33.0,33.0
28358548,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358549,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358550,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358551,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358552,32,0,0,32,1,0,normal,0,0,32.0,32.0
28358553,32,4,0,28,3,0,normal,0,0,1.75,28.0
28358554,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358555,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358556,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358557,32,0,0,32,1,0,normal,0,0,32.0,32.0
28358558,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358559,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358560,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358561,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358562,30,0,0,30,1,0,normal,0,0,30.0,30.0
28358563,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358564,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358565,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358566,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358567,31,0,0,31,1,0,normal,0,0,31.0,31.0
28358568,32,4,0,28,3,0,normal,0,0,1.75,28.0
28358569,15,0,0,15,0,0,normal,0,0,15.0,15.0
28358570,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358571,829,306,0,523,155,0,normal,0,0,0.005585458584305182,523.0
28358572,1330,480,0,850,243,0,normal,0,0,0.003689236111111111,850.0
28358573,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358574,135,22,0,113,11,0,normal,0,0,0.2334710743801653,113.0
28358575,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358576,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358577,31,0,0,31,1,0,normal,0,0,31.0,31.0
28358578,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358579,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358580,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358581,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358582,24,0,0,24,0,0,normal,0,0,24.0,24.0
28358583,40,8,0,32,5,1,collection,0,0,0.5,32.0
28358584,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358585,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358586,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358587,30,0,0,30,1,0,normal,0,0,30.0,30.0
28358588,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358589,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358590,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358591,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358592,32,0,0,32,1,0,normal,0,0,32.0,32.0
28358593,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358594,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358595,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358596,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358597,39,3,0,36,3,0,normal,0,0,4.0,36.0
28358598,34,4,0,30,3,0,normal,0,0,1.875,30.0
28358599,12,0,0,12,0,0,normal,0,0,12.0,12.0
28358600,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358601,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358602,32,0,0,32,1,0,normal,0,0,32.0,32.0
28358603,19,0,0,19,1,0,normal,0,0,19.0,19.0
28358604,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358605,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358606,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358607,30,0,0,30,1,0,normal,0,0,30.0,30.0
28358608,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358609,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358610,29,3,0,26,3,0,normal,0,0,2.888888888888889,26.0
28358611,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358612,36,1,0,35,3,0,normal,0,0,35.0,35.0
28358613,35,6,0,29,4,0,normal,0,0,0.8055555555555556,29.0
28358614,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358615,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358616,13,0,0,13,0,0,normal,0,0,13.0,13.0
28358617,30,0,0,30,1,0,normal,0,0,30.0,30.0
28358618,559,207,0,352,106,0,normal,0,0,0.008214894163224346,352.0
28358619,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358620,25,1,0,24,3,0,normal,0,0,24.0,24.0
28358621,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358622,36,1,0,35,3,0,normal,0,0,35.0,35.0
28358623,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358624,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358625,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358626,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358627,32,0,0,32,1,0,normal,0,0,32.0,32.0
28358628,31,4,0,27,3,0,normal,0,0,1.6875,27.0
28358629,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358630,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358631,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358632,24,0,0,24,0,0,normal,0,0,24.0,24.0
28358633,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358634,29,4,0,25,3,1,collection,0,0,1.5625,25.0
28358635,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358636,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358637,36,1,0,35,3,0,normal,0,0,35.0,35.0
28358638,19,0,0,19,1,0,normal,0,0,19.0,19.0
28358639,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358640,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358641,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358642,30,0,0,30,1,0,normal,0,0,30.0,30.0
28358643,32,4,0,28,3,0,normal,0,0,1.75,28.0
28358644,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358645,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358646,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358647,25,0,0,25,0,0,normal,0,0,25.0,25.0
28358648,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358649,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358650,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358651,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358652,32,0,0,32,1,0,normal,0,0,32.0,32.0
28358653,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358654,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358655,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358656,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358657,40,3,0,37,3,0,normal,0,0,4.111111111111111,37.0
28358658,31,4,0,27,3,0,normal,0,0,1.6875,27.0
28358659,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358660,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358661,30,4,0,26,3,0,normal,0,0,1.625,26.0
28358662,30,0,0,30,1,0,normal,0,0,30.0,30.0
28358663,28,1,0,27,3,0,normal,0,0,27.0,27.0
28358664,25,1,0,24,3,0,normal,0,0,24.0,24.0
28358665,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358666,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358667,34,1,0,33,3,0,normal,0,0,33.0,33.0
28358668,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358669,19,0,0,19,1,0,normal,0,0,19.0,19.0
28358670,24,3,0,21,2,0,normal,0,0,2.3333333333333335,21.0
28358671,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358672,37,1,0,36,3,0,normal,0,0,36.0,36.0
28358673,30,4,0,26,3,0,normal,0,0,1.625,26.0
28358674,215,66,0,149,34,0,normal,0,0,0.03420569329660239,149.0
28358675,26,2,0,24,2,0,normal,0,0,6.0,24.0
28358676,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358677,31,0,0,31,1,0,normal,0,0,31.0,31.0
28358678,32,0,0,32,1,0,normal,0,0,32.0,32.0
28358679,25,0,0,25,1,0,normal,0,0,25.0,25.0
28358680,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358681,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358682,37,1,0,36,3,0,normal,0,0,36.0,36.0
28358683,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358684,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358685,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358686,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358687,30,0,0,30,1,0,normal,0,0,30.0,30.0
28358688,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358689,37,4,0,33,3,0,normal,0,0,2.0625,33.0
28358690,14,0,0,14,0,0,normal,0,0,14.0,14.0
28358691,35,6,0,29,4,1,collection,0,0,0.8055555555555556,29.0
28358692,31,0,0,31,1,0,normal,0,0,31.0,31.0
28358693,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358694,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358695,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358696,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358697,31,0,0,31,1,0,normal,0,0,31.0,31.0
28358698,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358699,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358700,21,0,0,21,1,0,normal,0,0,21.0,21.0
